instance_id,state_hex,optimal_cost,algorithm,algo_params,heuristic,heuristic_params,h_start,solved,termination,solution_cost,suboptimality,nodes_expanded,nodes_generated,h_batches,h_states,h_time_s,wall_time_s,batch_size
44,e5f1d3bc02a67498,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.5}",46.00,1,solved,50,,998,2230,755,1628,0.6247,0.6484,1
45,5df9b8e4a71c2036,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.5}",46.00,1,solved,48,,340,740,319,678,0.2639,0.2730,1
46,e91cf362ba5d7840,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.5}",40.00,1,solved,44,,266,624,242,559,0.1979,0.2048,1
47,134cfe8abd796052,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.5}",46.00,1,solved,48,,448,1063,351,809,0.2867,0.2972,1
48,7fd425ca96083b1e,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.5}",44.00,1,solved,46,,82,194,78,183,0.0648,0.0671,1
49,e28cf1d50b4637a9,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.5}",38.00,1,solved,40,,78,183,73,169,0.0614,0.0635,1
50,6172a04cbde8f593,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.5}",54.00,1,solved,56,,95,212,93,202,0.0840,0.0865,1
51,81679da0befc3245,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.5}",44.00,1,solved,46,,141,338,120,281,0.1014,0.1050,1
52,79d850c2f6a4be31,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.5}",42.00,1,solved,44,,158,371,152,349,0.1317,0.1363,1
53,ef4568ac7d1932b0,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.5}",44.00,1,solved,46,,131,299,124,281,0.1031,0.1067,1
54,ec6d7120358b49af,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.5}",52.00,1,solved,54,,303,683,233,518,0.1907,0.1977,1
55,b8f4c015e69d327a,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.5}",44.00,1,solved,44,,94,215,90,198,0.0808,0.0835,1
56,d7083c5469efa21b,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.5}",44.00,1,solved,48,,82,193,75,174,0.0630,0.0652,1
57,ce856da1b9f47230,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.5}",44.00,1,solved,44,,137,294,106,228,0.0888,0.0922,1
58,bc9e83f60a74125d,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.5}",46.00,1,solved,50,,467,1059,330,724,0.2690,0.2793,1
59,fcbd1e49720856a3,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.5}",44.00,1,solved,48,,234,532,200,449,0.1640,0.1700,1
60,370fd5c469ab28e1,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.5}",46.00,1,solved,46,,90,205,81,179,0.0678,0.0703,1
61,d3bf746c08e92a15,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.5}",44.00,1,solved,42,,98,221,92,206,0.0779,0.0805,1
62,02f596cb7ade1348,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.5}",46.00,1,solved,48,,298,662,262,575,0.2148,0.2224,1
63,7f0e9a832dcb6145,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.5}",42.00,1,solved,42,,226,526,154,344,0.1289,0.1339,1
64,94dc8ea60b3172f5,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.5}",42.00,1,solved,42,,117,272,117,268,0.0982,0.1015,1
65,2f3d5e748169a0cb,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.5}",54.00,1,solved,54,,255,586,217,486,0.1810,0.1876,1
66,2c08a4b9f7513de6,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.5}",44.00,1,solved,46,,709,1611,547,1221,0.4511,0.4681,1
67,e5b973c86f0d412a,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.5}",44.00,1,solved,46,,63,141,63,137,0.0527,0.0544,1
68,2f5c6d840e31ab79,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.5}",40.00,1,solved,40,,244,545,198,426,0.1632,0.1690,1
69,d6fca037b254e198,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.5}",46.00,1,solved,48,,149,354,143,335,0.1190,0.1231,1
70,a7ed91c82f453b60,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.5}",38.00,1,solved,40,,439,1008,344,768,0.2834,0.2939,1
71,4b7d2f5a06ec1389,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.5}",46.00,1,solved,44,,140,314,121,257,0.1035,0.1071,1
72,098eab472d6c351f,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.5}",46.00,1,solved,46,,74,171,71,161,0.0604,0.0625,1
73,af45c2b80e931d67,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.5}",56.00,1,solved,58,,594,1341,521,1167,0.4268,0.4420,1
74,be08179d6a2fc354,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.5}",46.00,1,solved,50,,283,653,262,596,0.2176,0.2255,1
75,3db4a19e7f05286c,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.5}",50.00,1,solved,54,,448,1025,413,923,0.3379,0.3498,1
76,76ecf3d49805ba21,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.5}",34.00,1,solved,36,,68,156,54,120,0.0440,0.0457,1
77,facb6e19430d8725,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.5}",44.00,1,solved,44,,317,691,282,608,0.2379,0.2463,1
78,4906fce2b7d853a1,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.5}",44.00,1,solved,46,,279,657,260,595,0.2193,0.2269,1
79,46d780f9b5eca213,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.5}",54.00,1,solved,58,,1594,3589,1021,2268,0.8309,0.8627,1
80,de07416b398fa25c,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.5}",56.00,1,solved,56,,490,1118,415,913,0.3540,0.3667,1
81,cb1afe9d62387045,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.5}",34.00,1,solved,34,,72,166,57,127,0.0462,0.0479,1
82,d5fc3ea8790146b2,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.5}",40.00,1,solved,42,,103,240,96,219,0.0796,0.0823,1
83,689f42bcd3e57a10,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.5}",48.00,1,solved,48,,139,319,123,280,0.1043,0.1080,1
84,384e67c0af291bd5,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.5}",52.00,1,solved,52,,575,1287,534,1179,0.4359,0.4508,1
85,f9d485730cb1a6e2,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.5}",46.00,1,solved,50,,105,245,102,236,0.0846,0.0875,1
86,f94c758ab631e2d0,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.5}",44.00,1,solved,46,,78,178,74,167,0.0617,0.0637,1
87,5becf9a0714d6328,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.5}",34.00,1,solved,36,,71,165,67,152,0.0545,0.0564,1
88,670f591ce3d2a48b,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.5}",48.00,1,solved,48,,65,142,66,142,0.0571,0.0589,1
89,0d1ef39c7a524b68,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.5}",44.00,1,solved,44,,338,778,216,475,0.1809,0.1878,1
90,d18cf0e27946a5b3,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.5}",44.00,1,solved,44,,58,123,59,123,0.0494,0.0510,1
91,0389af6e2b7dc154,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.5}",44.00,1,solved,44,,143,316,119,253,0.0997,0.1032,1
92,76c9a048febd2351,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.5}",42.00,1,solved,42,,141,312,134,290,0.1100,0.1137,1
93,c207ebd8f6a19543,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.5}",46.00,1,solved,50,,170,381,166,369,0.1363,0.1409,1
94,7fe4bac82d651930,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.5}",42.00,1,solved,44,,188,407,170,364,0.1403,0.1452,1
95,7d6be28c3f9a1054,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.5}",38.00,1,solved,38,,94,217,89,203,0.0747,0.0773,1
