instance_id,state_hex,optimal_cost,algorithm,algo_params,heuristic,heuristic_params,h_start,solved,termination,solution_cost,suboptimality,nodes_expanded,nodes_generated,h_batches,h_states,h_time_s,wall_time_s,batch_size
10,1f08a4d37c625eb9,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",46.00,1,solved,50,,1576,3352,1228,2553,0.2136,0.2296,1
11,0cb47e6592a183df,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",46.00,1,solved,50,,337,714,325,687,0.0563,0.0602,1
12,980a6fc437e2bd15,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",38.00,1,solved,46,,29935,64350,14945,30815,2.6489,2.9108,1
13,ca05ed26f479b381,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",38.00,1,solved,38,,51,104,52,104,0.0095,0.0103,1
14,9ec8fa3d2b645071,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",30.00,1,solved,34,,357,817,291,657,0.0510,0.0549,1
15,6fbd9c583ea42017,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",32.00,1,solved,40,,6443,13932,3819,7801,0.6757,0.7326,1
16,f1d7a82e340b65c9,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",44.00,1,solved,44,,223,489,221,477,0.0391,0.0417,1
17,bd0c6e78a9f41352,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",32.00,1,solved,34,,284,621,242,517,0.0427,0.0456,1
18,8f9d2b3046e17ac5,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",38.00,1,solved,48,,7327,15953,4949,10475,0.8752,0.9443,1
19,09c5e4ad2861fb37,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",40.00,1,solved,44,,511,1114,452,967,0.0794,0.0850,1
20,023e9f6db5ac1784,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",38.00,1,solved,42,,939,2025,728,1569,0.1276,0.1371,1
21,3bac4f2e0581796d,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",38.00,1,solved,46,,2364,4964,1530,3138,0.2717,0.2940,1
22,d90c78a4b236e5f1,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",34.00,1,solved,38,,135,303,116,252,0.0205,0.0220,1
23,e2dc5af87309b641,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",28.00,1,solved,38,,5120,11288,3246,6899,0.5734,0.6215,1
24,f94c7ab8650123ed,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",36.00,1,solved,40,,3714,8073,2548,5347,0.4475,0.4828,1
25,cfda7312590eb648,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",40.00,1,solved,48,,6636,14257,4292,8843,0.7653,0.8271,1
26,8964e23dbc0f1a75,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",44.00,1,solved,54,,65668,140022,35228,71735,6.2855,6.8594,1
27,13647bae2c08d59f,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",54.00,1,solved,60,,29739,63784,15545,32061,2.7546,3.0060,1
28,d208b59c46f37e1a,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",40.00,1,solved,48,,5010,10605,2761,5620,0.4906,0.5335,1
29,7e158d906cf43ab2,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",38.00,1,solved,44,,2739,5884,1952,4087,0.3457,0.3723,1
30,86d9b7304aef125c,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",46.00,1,solved,52,,1765,3745,1429,2988,0.2542,0.2729,1
31,8d7cf61a4b0e2539,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",42.00,1,solved,50,,14593,30825,9837,20155,1.7264,1.8647,1
32,b38cad416ef79052,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",36.00,1,solved,44,,1776,3830,1217,2561,0.2156,0.2328,1
33,39f86eadbc027514,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",36.00,1,solved,42,,1760,3857,1166,2462,0.2051,0.2217,1
34,b3ae5d607214cf98,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",44.00,1,solved,54,,43701,95009,27267,56826,4.8588,5.2709,1
35,b98cdaf73605e412,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",38.00,1,solved,44,,14658,32289,7766,16141,1.3540,1.4790,1
36,6f5ce03dba179482,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",40.00,1,solved,44,,9848,20491,5297,10599,0.9422,1.0238,1
37,7301856e2bfac94d,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",50.00,1,solved,60,,143542,301486,82265,166936,14.6472,15.9307,1
38,0fb75d943ec126a8,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",36.00,1,solved,46,,30013,66068,11920,24779,2.1180,2.3447,1
39,e32c7015abd8f694,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",36.00,1,solved,44,,7667,16724,5415,11484,0.9489,1.0249,1
40,f5048eb97d1a36c2,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",34.00,1,solved,42,,6968,15371,3257,6888,0.5673,0.6227,1
41,63fbd92c840a751e,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",42.00,1,solved,52,,43685,94777,20552,41842,3.6567,4.0120,1
42,5ecdf3b928071a46,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",36.00,1,solved,40,,1179,2520,934,1964,0.1648,0.1770,1
43,e842cd67b901f3a5,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",40.00,1,solved,44,,742,1526,613,1251,0.1086,0.1163,1
44,e5f1d3bc02a67498,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",40.00,1,solved,48,,70463,149851,33279,67036,5.9615,6.5414,1
45,5df9b8e4a71c2036,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",40.00,1,solved,46,,3838,8123,2959,6156,0.5248,0.5637,1
46,e91cf362ba5d7840,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",36.00,1,solved,42,,8811,18828,5794,12005,1.0241,1.1084,1
47,134cfe8abd796052,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",38.00,1,solved,46,,6184,13976,3699,7871,0.6527,0.7096,1
48,7fd425ca96083b1e,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",36.00,1,solved,44,,9478,20431,6311,13220,1.1196,1.2097,1
49,e28cf1d50b4637a9,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",34.00,1,solved,36,,455,967,360,754,0.0642,0.1012,1
50,6172a04cbde8f593,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",48.00,1,solved,52,,1956,4173,1506,3152,0.2676,0.2874,1
51,81679da0befc3245,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",42.00,1,solved,44,,283,612,273,587,0.0483,0.0515,1
52,79d850c2f6a4be31,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",34.00,1,solved,44,,21490,47444,12133,25696,2.1419,2.3329,1
53,ef4568ac7d1932b0,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",32.00,1,solved,44,,80104,171190,27336,55754,4.8900,5.4586,1
54,ec6d7120358b49af,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",42.00,1,solved,50,,11135,22877,6853,13779,1.2150,1.3141,1
55,b8f4c015e69d327a,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",38.00,1,solved,44,,2967,6367,1919,3979,0.3399,0.3671,1
56,d7083c5469efa21b,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",40.00,1,solved,46,,892,1936,747,1586,0.1326,0.1423,1
57,ce856da1b9f47230,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",38.00,1,solved,42,,471,998,369,774,0.0655,0.0704,1
58,bc9e83f60a74125d,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",40.00,1,solved,46,,2691,5821,1878,3878,0.3337,0.3599,1
59,fcbd1e49720856a3,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",40.00,1,solved,44,,1133,2457,969,2061,0.1721,0.1846,1
60,370fd5c469ab28e1,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",40.00,1,solved,44,,166,365,156,339,0.0275,0.0295,1
61,d3bf746c08e92a15,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",40.00,1,solved,42,,114,243,105,226,0.0184,0.0197,1
62,02f596cb7ade1348,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",38.00,1,solved,48,,59231,121605,30907,61296,5.5112,6.0153,1
63,7f0e9a832dcb6145,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",38.00,1,solved,40,,1100,2441,594,1278,0.1064,0.1159,1
64,94dc8ea60b3172f5,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",38.00,1,solved,40,,201,438,178,382,0.0317,0.0339,1
65,2f3d5e748169a0cb,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",46.00,1,solved,52,,6859,14492,4822,9859,0.8587,0.9254,1
66,2c08a4b9f7513de6,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",38.00,1,solved,46,,11225,24570,6573,13901,1.1495,1.2497,1
67,e5b973c86f0d412a,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",40.00,1,solved,44,,420,916,319,667,0.0558,0.0600,1
68,2f5c6d840e31ab79,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",34.00,1,solved,40,,2208,4758,1662,3526,0.2894,0.3117,1
69,d6fca037b254e198,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",38.00,1,solved,48,,85936,184763,44198,90747,7.8698,8.6060,1
70,a7ed91c82f453b60,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",34.00,1,solved,40,,1513,3387,1078,2357,0.1905,0.2055,1
71,4b7d2f5a06ec1389,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",42.00,1,solved,44,,1681,3593,978,1991,0.1736,0.1882,1
72,098eab472d6c351f,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",40.00,1,solved,46,,1750,3881,1235,2651,0.2183,0.2356,1
73,af45c2b80e931d67,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",46.00,1,solved,56,,59234,120148,28695,55661,5.1149,5.5851,1
74,be08179d6a2fc354,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",36.00,1,solved,48,,26506,59272,13091,27491,2.3237,2.5465,1
75,3db4a19e7f05286c,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",42.00,1,solved,50,,16061,35335,9995,20957,1.7674,1.9174,1
76,76ecf3d49805ba21,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",26.00,1,solved,36,,6447,14415,3198,6711,0.5712,0.6254,1
77,facb6e19430d8725,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",36.00,1,solved,44,,4776,10321,2678,5563,0.4752,0.5164,1
78,4906fce2b7d853a1,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",40.00,1,solved,44,,1693,3585,1223,2487,0.2178,0.2343,1
79,46d780f9b5eca213,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",46.00,1,solved,56,,172780,360949,92328,184807,16.4870,17.9845,1
80,de07416b398fa25c,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",46.00,1,solved,52,,4538,9472,3560,7352,0.6290,0.6755,1
81,cb1afe9d62387045,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",32.00,1,solved,34,,76,179,60,134,0.0107,0.0115,1
82,d5fc3ea8790146b2,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",36.00,1,solved,40,,291,629,277,595,0.0493,0.0527,1
83,689f42bcd3e57a10,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",40.00,1,solved,48,,5307,11141,3457,7015,0.6153,0.6647,1
84,384e67c0af291bd5,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",42.00,1,solved,50,,38099,82919,20182,41720,3.5906,3.9217,1
85,f9d485730cb1a6e2,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",40.00,1,solved,48,,2719,5813,2057,4352,0.3659,0.3944,1
86,f94c758ab631e2d0,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",34.00,1,solved,42,,5058,11271,2719,5769,0.4866,0.5315,1
87,5becf9a0714d6328,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",30.00,1,solved,34,,1078,2349,771,1634,0.1362,0.1470,1
88,670f591ce3d2a48b,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",40.00,1,solved,48,,17633,37159,9483,18970,1.7011,1.8518,1
89,0d1ef39c7a524b68,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",36.00,1,solved,44,,3946,8410,2542,5187,0.4542,0.4905,1
90,d18cf0e27946a5b3,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",38.00,1,solved,44,,2668,5687,2197,4576,0.3929,0.4393,1
91,0389af6e2b7dc154,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",38.00,1,solved,44,,2487,5433,1170,2475,0.2075,0.2269,1
92,76c9a048febd2351,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",34.00,1,solved,40,,3847,8354,2753,5833,0.4834,0.5214,1
93,c207ebd8f6a19543,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",42.00,1,solved,48,,17989,38254,8445,16982,1.4928,1.6338,1
94,7fe4bac82d651930,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",32.00,1,solved,44,,19712,41972,10900,22466,1.9326,2.1041,1
95,7d6be28c3f9a1054,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",28.00,1,solved,38,,3989,8737,2241,4710,0.3983,0.4332,1
96,b4d3ce96081a72f5,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",46.00,1,solved,56,,23079,50125,15246,32127,2.6939,2.9151,1
97,9cab10dfe8537246,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",44.00,1,solved,50,,1490,3174,1026,2109,0.1809,0.1951,1
98,c9ed7f13b405682a,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",42.00,1,solved,50,,16575,35954,9086,18671,1.6226,1.7664,1
99,f58ab3427e6cd190,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",40.00,1,solved,48,,12038,26173,6570,13639,1.1635,1.2666,1
100,cd9aef14265b8730,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",42.00,1,solved,52,,165870,355770,75883,154983,13.5884,14.9582,1
101,29ed7f683ab4105c,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",32.00,1,solved,42,,13236,29660,7186,15429,1.2769,1.3936,1
102,fd41bc60895a2e37,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",40.00,1,solved,46,,2964,6216,2382,4931,0.4212,0.4522,1
103,ea017f926c5d3b84,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",32.00,1,solved,44,,26980,58967,13629,28316,2.4248,2.6527,1
104,b8cfa1603d9e7254,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",36.00,1,solved,42,,3373,7164,1891,3827,0.3343,0.3633,1
105,97fea518063db24c,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",36.00,1,solved,40,,386,819,323,676,0.0567,0.0608,1
106,867b2fc9354ed01a,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",44.00,1,solved,52,,77748,164238,41246,83303,7.3909,8.0668,1
107,7b8f3ae02c4d6915,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",36.00,1,solved,38,,117,235,112,220,0.0196,0.0209,1
108,69a83015bfcd2e74,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",38.00,1,solved,44,,3837,8257,2819,5912,0.4946,0.5333,1
109,5ed46b8fc70923a1,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",44.00,1,solved,48,,5100,10859,3582,7369,0.6340,0.6829,1
110,d981e0af46c2b735,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",38.00,1,solved,42,,318,672,260,542,0.0461,0.0494,1
111,9f0c3dab7528614e,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",36.00,1,solved,42,,2668,5832,1736,3683,0.3078,0.3330,1
112,798d54b2ec0136af,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",44.00,1,solved,48,,4090,9009,2519,5403,0.4446,0.4817,1
113,2ed87f340916c5ba,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",44.00,1,solved,50,,14629,31861,6368,13202,1.1272,1.2401,1
114,3df75029ea186cb4,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",46.00,1,solved,48,,1219,2667,894,1913,0.1561,0.1681,1
115,ba9c4827fe0d5361,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",38.00,1,solved,42,,671,1499,564,1243,0.0973,0.1046,1
116,bedaf58c76023914,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",28.00,1,solved,34,,2751,5839,1923,4054,0.3396,0.3660,1
117,8f36b09e24cda715,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",42.00,1,solved,46,,1291,2761,1147,2437,0.2039,0.2182,1
118,fd081ce5b2a97364,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",30.00,1,solved,30,,40,95,41,95,0.0072,0.0077,1
119,7e9bf05c3168d4a2,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",36.00,1,solved,44,,4068,8875,2579,5401,0.4560,0.4932,1
120,a1e43fcd790b6285,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",36.00,1,solved,44,,4705,10329,3167,6771,0.5602,0.6053,1
121,c6d830a51fb492e7,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",40.00,1,solved,46,,12015,25448,6865,13854,1.2170,1.3219,1
122,a8cd60fb297e4351,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",38.00,1,solved,42,,1550,3480,847,1811,0.1479,0.1612,1
123,84be6f3ac9d27510,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",44.00,1,solved,48,,149,320,136,290,0.0242,0.0260,1
124,47a9201c3f5dbe86,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",46.00,1,solved,50,,2210,4830,1741,3677,0.3023,0.3248,1
125,fe94c03a6db82517,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",38.00,1,solved,44,,9158,20019,4801,10064,0.8366,0.9134,1
126,d84ce370a1f9256b,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",38.00,1,solved,46,,2603,5594,1924,4006,0.3355,0.3611,1
127,cd9e1a8b0742f536,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",46.00,1,solved,52,,16963,35952,11582,23878,2.0565,2.2220,1
128,6b587f1d29ac30e4,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",34.00,1,solved,42,,30963,66353,13819,27899,2.4463,2.6883,1
129,ca89f035ed647b12,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",36.00,1,solved,40,,161,336,144,294,0.0253,0.0271,1
130,0c8dbe9476f3512a,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",42.00,1,solved,44,,504,1074,459,980,0.0808,0.0864,1
131,f31d9a54b68e207c,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",38.00,1,solved,42,,855,1883,571,1219,0.1009,0.1228,1
132,e72d38cb910af645,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",40.00,1,solved,46,,10257,22700,6834,14586,1.1966,1.2943,1
133,970d6f1b5ae832c4,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",32.00,1,solved,40,,784,1678,505,1050,0.0892,0.0966,1
134,28f4dab037c596e1,,idastar,"{""w"": 1.0}",pdb,"{""pdb_dir"": ""../phase1_data_generation/data/pdbs""}",42.00,1,solved,48,,7493,16325,4611,9661,0.8172,0.8848,1
