instance_id,state_hex,optimal_cost,algorithm,algo_params,heuristic,heuristic_params,h_start,solved,termination,solution_cost,suboptimality,nodes_expanded,nodes_generated,h_batches,h_states,h_time_s,wall_time_s,batch_size
22,d90c78a4b236e5f1,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.4}",40.00,1,solved,38,,68,160,69,158,0.0662,0.0679,1
23,e2dc5af87309b641,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.4}",38.00,1,solved,40,,61,141,57,127,0.0552,0.0566,1
24,f94c7ab8650123ed,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.4}",40.00,1,solved,42,,71,170,66,156,0.0643,0.0660,1
25,cfda7312590eb648,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.4}",48.00,1,solved,52,,227,489,210,442,0.1976,0.2029,1
26,8964e23dbc0f1a75,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.4}",54.00,1,solved,56,,223,517,215,489,0.2046,0.2100,1
27,13647bae2c08d59f,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.4}",60.00,1,solved,62,,135,302,132,288,0.1288,0.1321,1
28,d208b59c46f37e1a,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.4}",48.00,1,solved,50,,527,1214,333,741,0.3189,0.3292,1
29,7e158d906cf43ab2,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.4}",44.00,1,solved,48,,381,860,297,667,0.2849,0.2933,1
30,86d9b7304aef125c,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.4}",54.00,1,solved,54,,427,987,342,765,0.3353,0.3454,1
31,8d7cf61a4b0e2539,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.4}",48.00,1,solved,50,,893,2008,788,1745,0.7428,0.7635,1
32,b38cad416ef79052,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.4}",44.00,1,solved,46,,80,181,76,170,0.0732,0.0752,1
33,39f86eadbc027514,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.4}",40.00,1,solved,42,,84,201,78,181,0.0755,0.0777,1
34,b3ae5d607214cf98,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.4}",52.00,1,solved,58,,1122,2456,872,1882,0.8257,0.8495,1
35,b98cdaf73605e412,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.4}",44.00,1,solved,46,,222,505,199,442,0.1885,0.1936,1
36,6f5ce03dba179482,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.4}",48.00,1,solved,48,,400,963,308,704,0.3043,0.3134,1
37,7301856e2bfac94d,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.4}",60.00,1,solved,62,,1727,3824,1476,3215,1.4208,1.4611,1
38,0fb75d943ec126a8,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.4}",46.00,1,solved,46,,87,197,84,187,0.0843,0.0868,1
39,e32c7015abd8f694,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.4}",46.00,1,solved,44,,62,139,63,139,0.0621,0.0637,1
40,f5048eb97d1a36c2,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.4}",40.00,1,solved,42,,361,817,293,644,0.2779,0.2859,1
41,63fbd92c840a751e,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.4}",50.00,1,solved,54,,408,915,382,845,0.3608,0.3706,1
42,5ecdf3b928071a46,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.4}",42.00,1,solved,44,,113,254,107,234,0.1020,0.1047,1
43,e842cd67b901f3a5,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.4}",44.00,1,solved,44,,109,246,107,237,0.1032,0.1059,1
44,e5f1d3bc02a67498,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.4}",46.00,1,solved,50,,1495,3348,1045,2266,0.9976,1.0285,1
45,5df9b8e4a71c2036,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.4}",46.00,1,solved,48,,437,945,393,829,0.3760,0.3864,1
46,e91cf362ba5d7840,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.4}",40.00,1,solved,42,,216,498,205,466,0.2108,0.2165,1
47,134cfe8abd796052,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.4}",46.00,1,solved,48,,98,230,97,222,0.1071,0.1098,1
48,7fd425ca96083b1e,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.4}",42.00,1,solved,46,,175,424,151,357,0.1604,0.1647,1
49,e28cf1d50b4637a9,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.4}",38.00,1,solved,40,,114,260,105,237,0.1019,0.1046,1
50,6172a04cbde8f593,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.4}",54.00,1,solved,58,,86,199,84,189,0.0820,0.0842,1
51,81679da0befc3245,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.4}",44.00,1,solved,46,,252,607,186,437,0.1952,0.2010,1
52,79d850c2f6a4be31,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.4}",42.00,1,solved,44,,208,484,201,458,0.1967,0.2020,1
53,ef4568ac7d1932b0,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.4}",44.00,1,solved,46,,157,352,149,332,0.1437,0.1475,1
54,ec6d7120358b49af,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.4}",52.00,1,solved,50,,149,334,150,334,0.1449,0.1487,1
55,b8f4c015e69d327a,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.4}",44.00,1,solved,44,,135,311,114,256,0.1164,0.1196,1
56,d7083c5469efa21b,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.4}",44.00,1,solved,48,,77,180,70,161,0.0683,0.0702,1
57,ce856da1b9f47230,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.4}",44.00,1,solved,44,,179,385,146,315,0.1402,0.1442,1
58,bc9e83f60a74125d,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.4}",46.00,1,solved,50,,444,1011,376,817,0.3538,0.3638,1
59,fcbd1e49720856a3,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.4}",44.00,1,solved,48,,312,708,276,621,0.2645,0.2718,1
60,370fd5c469ab28e1,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.4}",46.00,1,solved,46,,95,214,85,187,0.0827,0.0850,1
61,d3bf746c08e92a15,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.4}",44.00,1,solved,42,,103,235,97,220,0.0959,0.0984,1
62,02f596cb7ade1348,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.4}",46.00,1,solved,50,,319,721,293,651,0.2823,0.2899,1
63,7f0e9a832dcb6145,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.4}",42.00,1,solved,42,,300,685,195,430,0.1875,0.1932,1
64,94dc8ea60b3172f5,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.4}",42.00,1,solved,42,,207,473,168,373,0.1617,0.1663,1
65,2f3d5e748169a0cb,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.4}",54.00,1,solved,54,,379,864,307,682,0.2967,0.3053,1
66,2c08a4b9f7513de6,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.4}",44.00,1,solved,46,,974,2212,745,1663,0.7123,0.7340,1
67,e5b973c86f0d412a,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.4}",44.00,1,solved,46,,73,164,73,160,0.0708,0.0726,1
68,2f5c6d840e31ab79,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.4}",40.00,1,solved,40,,280,628,234,509,0.2248,0.2312,1
69,d6fca037b254e198,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.4}",46.00,1,solved,48,,232,529,221,495,0.2142,0.2200,1
70,a7ed91c82f453b60,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.4}",36.00,1,solved,40,,681,1573,445,997,0.4254,0.4390,1
71,4b7d2f5a06ec1389,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.4}",46.00,1,solved,44,,184,417,157,337,0.1565,0.1610,1
72,098eab472d6c351f,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.4}",46.00,1,solved,46,,85,199,80,184,0.0793,0.0815,1
73,af45c2b80e931d67,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.4}",54.00,1,solved,58,,698,1532,522,1120,0.5191,0.5345,1
74,be08179d6a2fc354,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.4}",46.00,1,solved,50,,445,1028,392,898,0.3725,0.3830,1
75,3db4a19e7f05286c,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.4}",50.00,1,solved,54,,734,1667,627,1394,0.5938,0.6104,1
76,76ecf3d49805ba21,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.4}",34.00,1,solved,36,,75,174,59,133,0.0556,0.0573,1
77,facb6e19430d8725,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.4}",44.00,1,solved,44,,363,788,325,695,0.3160,0.3247,1
78,4906fce2b7d853a1,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.4}",44.00,1,solved,46,,522,1228,426,944,0.4175,0.4299,1
79,46d780f9b5eca213,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.4}",54.00,1,solved,60,,2506,5631,1163,2562,1.1144,1.1537,1
80,de07416b398fa25c,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.4}",56.00,1,solved,54,,272,616,257,568,0.2541,0.2612,1
81,cb1afe9d62387045,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.4}",34.00,1,solved,34,,73,169,58,130,0.0545,0.0562,1
82,d5fc3ea8790146b2,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.4}",40.00,1,solved,40,,42,98,43,98,0.0423,0.0434,1
83,689f42bcd3e57a10,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.4}",48.00,1,solved,48,,133,309,116,261,0.1142,0.1176,1
84,384e67c0af291bd5,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.4}",52.00,1,solved,54,,538,1191,505,1096,0.4753,0.4882,1
85,f9d485730cb1a6e2,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.4}",46.00,1,solved,50,,139,323,135,311,0.1312,0.1347,1
86,f94c758ab631e2d0,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.4}",44.00,1,solved,44,,75,171,70,158,0.0698,0.0716,1
87,5becf9a0714d6328,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.4}",34.00,1,solved,36,,91,207,76,172,0.0720,0.0741,1
88,670f591ce3d2a48b,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.4}",48.00,1,solved,48,,70,151,71,151,0.0686,0.0704,1
89,0d1ef39c7a524b68,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.4}",44.00,1,solved,44,,409,944,250,545,0.2425,0.2502,1
90,d18cf0e27946a5b3,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.4}",44.00,1,solved,44,,95,207,96,206,0.0921,0.0945,1
91,0389af6e2b7dc154,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.4}",44.00,1,solved,44,,227,506,154,327,0.1483,0.1528,1
92,76c9a048febd2351,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.4}",40.00,1,solved,42,,206,462,188,408,0.1781,0.1829,1
93,c207ebd8f6a19543,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.4}",46.00,1,solved,50,,257,571,241,530,0.2279,0.2339,1
94,7fe4bac82d651930,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.4}",42.00,1,solved,44,,160,355,128,280,0.1248,0.1285,1
95,7d6be28c3f9a1054,,idastar,"{""w"": 1.0}",classifier,"{""checkpoint"": ""../phase2_model_training/checkpoints/classifier/best_model.pt"", ""device"": ""cpu"", ""temperature"": 1.0, ""threshold"": 0.4}",38.00,1,solved,40,,95,226,87,203,0.0843,0.0866,1
